occupation,occupationLabel,occupationIndex
3245,B3-Health,4
3250,B3-Health,4
3255,B3-Health,4
3256,B3-Health,4
3258,B3-Health,4
3260,B3-Health,4
3420,B3-Health,4
3535,B3-Health,4
3540,B3-Health,4
1040,B4-Technical Unskilled,5
1540,B4-Technical Unskilled,5
1550,B4-Technical Unskilled,5
1560,B4-Technical Unskilled,5
1900,B4-Technical Unskilled,5
1910,B4-Technical Unskilled,5
1920,B4-Technical Unskilled,5
1930,B4-Technical Unskilled,5
1960,B4-Technical Unskilled,5
1965,B4-Technical Unskilled,5
2020,B4-Technical Unskilled,5
2105,B4-Technical Unskilled,5
2140,B4-Technical Unskilled,5
2145,B4-Technical Unskilled,5
2150,B4-Technical Unskilled,5
2160,B4-Technical Unskilled,5
2300,B4-Technical Unskilled,5
2340,B4-Technical Unskilled,5
2440,B4-Technical Unskilled,5
2540,B4-Technical Unskilled,5
2630,B4-Technical Unskilled,5
2700,B4-Technical Unskilled,5
2720,B4-Technical Unskilled,5
2740,B4-Technical Unskilled,5
2750,B4-Technical Unskilled,5
2760,B4-Technical Unskilled,5
2800,B4-Technical Unskilled,5
2860,B4-Technical Unskilled,5
2900,B4-Technical Unskilled,5
2910,B4-Technical Unskilled,5
2920,B4-Technical Unskilled,5
3220,B4-Technical Unskilled,5
3300,B4-Technical Unskilled,5
3310,B4-Technical Unskilled,5
3320,B4-Technical Unskilled,5
3400,B4-Technical Unskilled,5
3410,B4-Technical Unskilled,5
3500,B4-Technical Unskilled,5
3510,B4-Technical Unskilled,5
3520,B4-Technical Unskilled,5
3530,B4-Technical Unskilled,5
3600,B4-Technical Unskilled,5
3610,B4-Technical Unskilled,5
3620,B4-Technical Unskilled,5
3630,B4-Technical Unskilled,5
3640,B4-Technical Unskilled,5
3645,B4-Technical Unskilled,5
3646,B4-Technical Unskilled,5
3647,B4-Technical Unskilled,5
3648,B4-Technical Unskilled,5
3649,B4-Technical Unskilled,5
3650,B4-Technical Unskilled,5
3655,B4-Technical Unskilled,5
4300,C1-Sales Clerical Professionals,6
4540,C1-Sales Clerical Professionals,6
4550,C1-Sales Clerical Professionals,6
4620,C1-Sales Clerical Professionals,6
4710,C1-Sales Clerical Professionals,6
4800,C1-Sales Clerical Professionals,6
4810,C1-Sales Clerical Professionals,6
4820,C1-Sales Clerical Professionals,6
4830,C1-Sales Clerical Professionals,6
4840,C1-Sales Clerical Professionals,6
4850,C1-Sales Clerical Professionals,6
4920,C1-Sales Clerical Professionals,6
4930,C1-Sales Clerical Professionals,6
4960,C1-Sales Clerical Professionals,6
5000,C1-Sales Clerical Professionals,6
5150,C1-Sales Clerical Professionals,6
5200,C1-Sales Clerical Professionals,6
5250,C1-Sales Clerical Professionals,6
5320,C1-Sales Clerical Professionals,6
5410,C1-Sales Clerical Professionals,6
5600,C1-Sales Clerical Professionals,6
5910,C1-Sales Clerical Professionals,6
5920,C1-Sales Clerical Professionals,6
5930,C1-Sales Clerical Professionals,6
5940,C1-Sales Clerical Professionals,6
4040,C2-Sales Service,7
4320,C2-Sales Service,7
4340,C2-Sales Service,7
4460,C2-Sales Service,7
4465,C2-Sales Service,7
4510,C2-Sales Service,7
4640,C2-Sales Service,7
4700,C2-Sales Service,7
4760,C2-Sales Service,7
4965,C2-Sales Service,7
5010,C3-Clerical,8
5020,C3-Clerical,8
5030,C3-Clerical,8
5100,C3-Clerical,8
5110,C3-Clerical,8
5120,C3-Clerical,8
5130,C3-Clerical,8
5140,C3-Clerical,8
5160,C3-Clerical,8
5165,C3-Clerical,8
5220,C3-Clerical,8
5230,C3-Clerical,8
5240,C3-Clerical,8
5260,C3-Clerical,8
5300,C3-Clerical,8
5310,C3-Clerical,8
5330,C3-Clerical,8
5340,C3-Clerical,8
5350,C3-Clerical,8
5360,C3-Clerical,8
5400,C3-Clerical,8
5420,C3-Clerical,8
5500,C3-Clerical,8
5510,C3-Clerical,8
5520,C3-Clerical,8
5530,C3-Clerical,8
5540,C3-Clerical,8
5550,C3-Clerical,8
5560,C3-Clerical,8
5700,C3-Clerical,8
5800,C3-Clerical,8
5810,C3-Clerical,8
5820,C3-Clerical,8
5840,C3-Clerical,8
5850,C3-Clerical,8
5860,C3-Clerical,8
5900,C3-Clerical,8
4000,C4-Sales Clerical Unskilled,9
4010,C4-Sales Clerical Unskilled,9
4020,C4-Sales Clerical Unskilled,9
4030,C4-Sales Clerical Unskilled,9
4050,C4-Sales Clerical Unskilled,9
4060,C4-Sales Clerical Unskilled,9
4110,C4-Sales Clerical Unskilled,9
4120,C4-Sales Clerical Unskilled,9
4130,C4-Sales Clerical Unskilled,9
4140,C4-Sales Clerical Unskilled,9
4150,C4-Sales Clerical Unskilled,9
4350,C4-Sales Clerical Unskilled,9
4400,C4-Sales Clerical Unskilled,9
4410,C4-Sales Clerical Unskilled,9
4420,C4-Sales Clerical Unskilled,9
4430,C4-Sales Clerical Unskilled,9
4500,C4-Sales Clerical Unskilled,9
4520,C4-Sales Clerical Unskilled,9
4530,C4-Sales Clerical Unskilled,9
4600,C4-Sales Clerical Unskilled,9
4610,C4-Sales Clerical Unskilled,9
4650,C4-Sales Clerical Unskilled,9
4720,C4-Sales Clerical Unskilled,9
4740,C4-Sales Clerical Unskilled,9
4750,C4-Sales Clerical Unskilled,9
4900,C4-Sales Clerical Unskilled,9
4940,C4-Sales Clerical Unskilled,9
4950,C4-Sales Clerical Unskilled,9
5610,C4-Sales Clerical Unskilled,9
5620,C4-Sales Clerical Unskilled,9
5630,C4-Sales Clerical Unskilled,9
6005,D1-Production Specialists,10
6010,D1-Production Specialists,10
7700,D1-Production Specialists,10
7710,D1-Production Specialists,10
7720,D1-Production Specialists,10
7730,D1-Production Specialists,10
7740,D1-Production Specialists,10
7750,D1-Production Specialists,10
7900,D1-Production Specialists,10
7920,D1-Production Specialists,10
7930,D1-Production Specialists,10
7940,D1-Production Specialists,10
7950,D1-Production Specialists,10
8010,D1-Production Specialists,10
8030,D1-Production Specialists,10
8040,D1-Production Specialists,10
8060,D1-Production Specialists,10
8100,D1-Production Specialists,10
8130,D1-Production Specialists,10
8140,D1-Production Specialists,10
8150,D1-Production Specialists,10
8210,D1-Production Specialists,10
8220,D1-Production Specialists,10
8230,D1-Production Specialists,10
8240,D1-Production Specialists,10
8250,D1-Production Specialists,10
8260,D1-Production Specialists,10
8500,D1-Production Specialists,10
8550,D1-Production Specialists,10
8600,D1-Production Specialists,10
8610,D1-Production Specialists,10
8620,D1-Production Specialists,10
8630,D1-Production Specialists,10
8640,D1-Production Specialists,10
8720,D1-Production Specialists,10
8730,D1-Production Specialists,10
8740,D1-Production Specialists,10
8750,D1-Production Specialists,10
8760,D1-Production Specialists,10
8830,D1-Production Specialists,10
8910,D1-Production Specialists,10
8930,D1-Production Specialists,10
8940,D1-Production Specialists,10
4200,D2-MaintConstRepair Specialists,11
4210,D2-MaintConstRepair Specialists,11
4240,D2-MaintConstRepair Specialists,11
6200,D2-MaintConstRepair Specialists,11
6210,D2-MaintConstRepair Specialists,11
6350,D2-MaintConstRepair Specialists,11
6355,D2-MaintConstRepair Specialists,11
6360,D2-MaintConstRepair Specialists,11
6430,D2-MaintConstRepair Specialists,11
6440,D2-MaintConstRepair Specialists,11
6515,D2-MaintConstRepair Specialists,11
6520,D2-MaintConstRepair Specialists,11
6530,D2-MaintConstRepair Specialists,11
6660,D2-MaintConstRepair Specialists,11
6700,D2-MaintConstRepair Specialists,11
6720,D2-MaintConstRepair Specialists,11
6730,D2-MaintConstRepair Specialists,11
6740,D2-MaintConstRepair Specialists,11
6760,D2-MaintConstRepair Specialists,11
6765,D2-MaintConstRepair Specialists,11
6800,D2-MaintConstRepair Specialists,11
6820,D2-MaintConstRepair Specialists,11
6830,D2-MaintConstRepair Specialists,11
6840,D2-MaintConstRepair Specialists,11
7000,D2-MaintConstRepair Specialists,11
7010,D2-MaintConstRepair Specialists,11
7020,D2-MaintConstRepair Specialists,11
7030,D2-MaintConstRepair Specialists,11
7040,D2-MaintConstRepair Specialists,11
7100,D2-MaintConstRepair Specialists,11
7110,D2-MaintConstRepair Specialists,11
7120,D2-MaintConstRepair Specialists,11
7130,D2-MaintConstRepair Specialists,11
7140,D2-MaintConstRepair Specialists,11
7160,D2-MaintConstRepair Specialists,11
7200,D2-MaintConstRepair Specialists,11
7210,D2-MaintConstRepair Specialists,11
7220,D2-MaintConstRepair Specialists,11
7240,D2-MaintConstRepair Specialists,11
7300,D2-MaintConstRepair Specialists,11
7310,D2-MaintConstRepair Specialists,11
7315,D2-MaintConstRepair Specialists,11
7320,D2-MaintConstRepair Specialists,11
7330,D2-MaintConstRepair Specialists,11
7340,D2-MaintConstRepair Specialists,11
7350,D2-MaintConstRepair Specialists,11
7360,D2-MaintConstRepair Specialists,11
7410,D2-MaintConstRepair Specialists,11
7420,D2-MaintConstRepair Specialists,11
7430,D2-MaintConstRepair Specialists,11
7510,D2-MaintConstRepair Specialists,11
7540,D2-MaintConstRepair Specialists,11
7560,D2-MaintConstRepair Specialists,11
7620,D2-MaintConstRepair Specialists,11
7630,D2-MaintConstRepair Specialists,11
3700,D3-ProtectTrans Specialists,12
3710,D3-ProtectTrans Specialists,12
3720,D3-ProtectTrans Specialists,12
3730,D3-ProtectTrans Specialists,12
3740,D3-ProtectTrans Specialists,12
3750,D3-ProtectTrans Specialists,12
3800,D3-ProtectTrans Specialists,12
3820,D3-ProtectTrans Specialists,12
3840,D3-ProtectTrans Specialists,12
3850,D3-ProtectTrans Specialists,12
3900,D3-ProtectTrans Specialists,12
3910,D3-ProtectTrans Specialists,12
3920,D3-ProtectTrans Specialists,12
3930,D3-ProtectTrans Specialists,12
3940,D3-ProtectTrans Specialists,12
3945,D3-ProtectTrans Specialists,12
3955,D3-ProtectTrans Specialists,12
9000,D3-ProtectTrans Specialists,12
9030,D3-ProtectTrans Specialists,12
9040,D3-ProtectTrans Specialists,12
9050,D3-ProtectTrans Specialists,12
9110,D3-ProtectTrans Specialists,12
9120,D3-ProtectTrans Specialists,12
9130,D3-ProtectTrans Specialists,12
9140,D3-ProtectTrans Specialists,12
9150,D3-ProtectTrans Specialists,12
9200,D3-ProtectTrans Specialists,12
9230,D3-ProtectTrans Specialists,12
9240,D3-ProtectTrans Specialists,12
9260,D3-ProtectTrans Specialists,12
9300,D3-ProtectTrans Specialists,12
9310,D3-ProtectTrans Specialists,12
9350,D3-ProtectTrans Specialists,12
9410,D3-ProtectTrans Specialists,12
9415,D3-ProtectTrans Specialists,12
9420,D3-ProtectTrans Specialists,12
9510,D3-ProtectTrans Specialists,12
9560,D3-ProtectTrans Specialists,12
9650,D3-ProtectTrans Specialists,12
9750,D3-ProtectTrans Specialists,12
9800,D3-ProtectTrans Specialists,12
9810,D3-ProtectTrans Specialists,12
9820,D3-ProtectTrans Specialists,12
9830,D3-ProtectTrans Specialists,12
3950,D4-Blue Collar Unskilled,13
4220,D4-Blue Collar Unskilled,13
4230,D4-Blue Collar Unskilled,13
4250,D4-Blue Collar Unskilled,13
6000,D4-Blue Collar Unskilled,13
6040,D4-Blue Collar Unskilled,13
6050,D4-Blue Collar Unskilled,13
6100,D4-Blue Collar Unskilled,13
6120,D4-Blue Collar Unskilled,13
6130,D4-Blue Collar Unskilled,13
6220,D4-Blue Collar Unskilled,13
6230,D4-Blue Collar Unskilled,13
6240,D4-Blue Collar Unskilled,13
6250,D4-Blue Collar Unskilled,13
6260,D4-Blue Collar Unskilled,13
6300,D4-Blue Collar Unskilled,13
6320,D4-Blue Collar Unskilled,13
6330,D4-Blue Collar Unskilled,13
6400,D4-Blue Collar Unskilled,13
6420,D4-Blue Collar Unskilled,13
6460,D4-Blue Collar Unskilled,13
6500,D4-Blue Collar Unskilled,13
6510,D4-Blue Collar Unskilled,13
6600,D4-Blue Collar Unskilled,13
6710,D4-Blue Collar Unskilled,13
6940,D4-Blue Collar Unskilled,13
7150,D4-Blue Collar Unskilled,13
7260,D4-Blue Collar Unskilled,13
7550,D4-Blue Collar Unskilled,13
7610,D4-Blue Collar Unskilled,13
7800,D4-Blue Collar Unskilled,13
7810,D4-Blue Collar Unskilled,13
7830,D4-Blue Collar Unskilled,13
7840,D4-Blue Collar Unskilled,13
7850,D4-Blue Collar Unskilled,13
7855,D4-Blue Collar Unskilled,13
7960,D4-Blue Collar Unskilled,13
8000,D4-Blue Collar Unskilled,13
8200,D4-Blue Collar Unskilled,13
8255,D4-Blue Collar Unskilled,13
8256,D4-Blue Collar Unskilled,13
8300,D4-Blue Collar Unskilled,13
8310,D4-Blue Collar Unskilled,13
8320,D4-Blue Collar Unskilled,13
8330,D4-Blue Collar Unskilled,13
8340,D4-Blue Collar Unskilled,13
8350,D4-Blue Collar Unskilled,13
8400,D4-Blue Collar Unskilled,13
8410,D4-Blue Collar Unskilled,13
8420,D4-Blue Collar Unskilled,13
8450,D4-Blue Collar Unskilled,13
8460,D4-Blue Collar Unskilled,13
8510,D4-Blue Collar Unskilled,13
8530,D4-Blue Collar Unskilled,13
8540,D4-Blue Collar Unskilled,13
8650,D4-Blue Collar Unskilled,13
8710,D4-Blue Collar Unskilled,13
8800,D4-Blue Collar Unskilled,13
8810,D4-Blue Collar Unskilled,13
8850,D4-Blue Collar Unskilled,13
8860,D4-Blue Collar Unskilled,13
8920,D4-Blue Collar Unskilled,13
8950,D4-Blue Collar Unskilled,13
8960,D4-Blue Collar Unskilled,13
8965,D4-Blue Collar Unskilled,13
9360,D4-Blue Collar Unskilled,13
9520,D4-Blue Collar Unskilled,13
9600,D4-Blue Collar Unskilled,13
9610,D4-Blue Collar Unskilled,13
9620,D4-Blue Collar Unskilled,13
9630,D4-Blue Collar Unskilled,13
9640,D4-Blue Collar Unskilled,13
9720,D4-Blue Collar Unskilled,13
0,No_Occupation,0
9920,No_Occupation,0
